Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,distance (clean),mass (clean),radius (clean),star mass (clean),star temp (clean),Distance_Radius_Interaction,star_mass_bin
HD 89345 b,0.11,0.66,11.81,0.1066,transit,Not Specified,433.1,1.16,5576,[27] Host star also known as K2-234[28],433.1,0.11,0.66,1.16,5576,285.846,"(-0.00354, 5.905]"
HD 94834 b,1.26,1.242,1576,2.74,radial vel.,Not Specified,321,1.11,4798,[23],321,1.26,1.242,1.11,4798,398.682,"(-0.00354, 5.905]"
HD 98736 b,2.33,0.213,968.8,1.864,radial vel.,Not Specified,106,0.92,5271,[26],106,2.33,0.213,0.92,5271,22.578,"(-0.00354, 5.905]"
HD 125390 b,22.16,0.213,1756.2,3.16,radial vel.,Not Specified,503,1.36,4850,[23],503,22.16,0.213,1.36,4850,107.139,"(-0.00354, 5.905]"
HD 148164 b,1.23,0.213,328.55,0.993,radial vel.,Not Specified,252,1.21,6032,[26],252,1.23,0.213,1.21,6032,53.676,"(-0.00354, 5.905]"
HD 148164 c,5.16,0.213,5062,6.15,radial vel.,Not Specified,252,1.21,6032,[26],252,5.16,0.213,1.21,6032,53.676,"(-0.00354, 5.905]"
HD 148284 b,33.7,0.213,339.33,0.974,radial vel.,Not Specified,400,1.07,5572,[23] Brown dwarf[26],400,33.7,0.213,1.07,5572,85.2,"(-0.00354, 5.905]"
HD 158996 b,14,0.213,820.2,2.1,radial vel.,Not Specified,933,1.8,4069,[29],933,14,0.213,1.8,4069,198.729,"(-0.00354, 5.905]"
HD 180053 b,2.194,1.203,213.72,0.843,radial vel.,Not Specified,448.7,1.75,5131,[23],448.7,2.194,1.203,1.75,5131,539.7861,"(-0.00354, 5.905]"
HD 180617 b,0.03839,0.213,105.9,0.3357,radial vel.,Not Specified,19.3,0.45,3557,Planetary orbit partly in habitable zone[30],19.3,0.03839,0.213,0.45,3557,4.1109,"(-0.00354, 5.905]"
HD 202772 Ab,1.017,1.545,3.31,0.05208,transit,Not Specified,480.1,1.72,6272,[31],480.1,1.017,1.545,1.72,6272,741.7545,"(-0.00354, 5.905]"
HD 203473 b,7.8,0.213,1552.9,2.73,radial vel.,Not Specified,237,1.12,5780,[26],237,7.8,0.213,1.12,5780,50.481,"(-0.00354, 5.905]"
HD 211810 b,0.67,0.213,1558,2.656,radial vel.,Not Specified,211,1.03,5652,[26],211,0.67,0.213,1.03,5652,44.943,"(-0.00354, 5.905]"
HD 215152 b,0.0057,0.213,5.76,0.05764,radial vel.,Not Specified,70.5,0.77,4935,[32],70.5,0.0057,0.213,0.77,4935,15.0165,"(-0.00354, 5.905]"
HD 215152 e,0.0091,0.213,25.2,0.1542,radial vel.,Not Specified,70.5,0.77,4935,[32],70.5,0.0091,0.213,0.77,4935,15.0165,"(-0.00354, 5.905]"
HD 217850 b,21.6,0.213,3501.3,4.56,radial vel.,Not Specified,215,1.03,5544,Likely a brown dwarf[26],215,21.6,0.213,1.03,5544,45.795,"(-0.00354, 5.905]"
HD 219666 b,0.0552,0.4202,6.04,0.06356,transit,Not Specified,307.9,0.92,5527,[33] Host star also known as TOI-118[34],307.9,0.0552,0.4202,0.92,5527,129.37958,"(-0.00354, 5.905]"
HD 220197 b,0.2,0.213,1728,2.729,radial vel.,Not Specified,210,0.91,5683,[35],210,0.2,0.213,0.91,5683,44.73,"(-0.00354, 5.905]"
HD 233832 b,1.78,0.213,2058,2.827,radial vel.,Not Specified,192,0.71,4981,[35],192,1.78,0.213,0.71,4981,40.896,"(-0.00354, 5.905]"
HD 238914 b,6,0.213,4100,5.7,radial vel.,Not Specified,982,1.47,4769,[36],982,6,0.213,1.47,4769,209.166,"(-0.00354, 5.905]"
IC 4651 9122 b,6.3,0.213,734,2.038,radial vel.,Not Specified,2870,2.1,9000,[37] Disputed[38],2870,6.3,0.213,2.1,9000,611.31,"(-0.00354, 5.905]"
K2-80d,0.639,0.228,28.87,0.1778,transit,Not Specified,658.7,0.9,5441,[24],658.7,0.639,0.228,0.9,5441,150.1836,"(-0.00354, 5.905]"
K2-138b,0.639,0.14,2.35,0.0338,transit,Not Specified,597,0.93,5378,[39],597,0.639,0.14,0.93,5378,83.58,"(-0.00354, 5.905]"
K2-138c,0.639,0.225,3.56,0.04454,transit,Not Specified,597,0.93,5378,[39],597,0.639,0.225,0.93,5378,134.325,"(-0.00354, 5.905]"
K2-138d,0.639,0.237,5.4,0.05883,transit,Not Specified,597,0.93,5378,[39],597,0.639,0.237,0.93,5378,141.489,"(-0.00354, 5.905]"
K2-138e,0.639,0.294,8.26,0.07807,transit,Not Specified,597,0.93,5378,[39],597,0.639,0.294,0.93,5378,175.518,"(-0.00354, 5.905]"
K2-138f,0.639,0.251,12.76,0.1043,transit,Not Specified,597,0.93,5378,[39],597,0.639,0.251,0.93,5378,149.847,"(-0.00354, 5.905]"
K2-141c,0.023,0.624,7.75,0.06739,transit,Not Specified,202.2,0.708,4599,[40],202.2,0.023,0.624,0.708,4599,126.1728,"(-0.00354, 5.905]"
K2-155b,0.015,0.138,6.34,0.0546,transit,Not Specified,237.9,0.65,4258,[41],237.9,0.015,0.138,0.65,4258,32.8302,"(-0.00354, 5.905]"
K2-155c,0.02,0.174,13.85,0.0946,transit,Not Specified,237.9,0.65,4258,[41],237.9,0.02,0.174,0.65,4258,41.3946,"(-0.00354, 5.905]"
K2-155d,0.015,0.146,40.68,0.1937,transit,Not Specified,237.9,0.65,4258,[41],237.9,0.015,0.146,0.65,4258,34.7334,"(-0.00354, 5.905]"
K2-156b,0.639,0.103,0.81,0.0149,transit,Not Specified,492,0.66,4597,[42][43],492,0.639,0.103,0.66,4597,50.676,"(-0.00354, 5.905]"
K2-158b,0.639,0.236,10.06,0.0887,transit,Not Specified,647.1,0.92,5503,[42],647.1,0.639,0.236,0.92,5503,152.7156,"(-0.00354, 5.905]"
K2-158c,0.639,0.114,5.9,0.0622,transit,Not Specified,647.1,0.92,5503,[44],647.1,0.639,0.114,0.92,5503,73.7694,"(-0.00354, 5.905]"
K2-159b,0.639,0.202,12.42,0.1013,transit,Not Specified,560.4,0.9,5425,[42],560.4,0.639,0.202,0.9,5425,113.2008,"(-0.00354, 5.905]"
K2-160b,0.639,0.284,3.71,0.0466,transit,Not Specified,1038,0.983,5649,[42],1038,0.639,0.284,0.983,5649,294.792,"(-0.00354, 5.905]"
K2-161b,0.639,0.546,9.28,0.0861,transit,Not Specified,3070,0.987,4972,[42],3070,0.639,0.546,0.987,4972,1676.22,"(-0.00354, 5.905]"
K2-162b,0.639,0.128,9.46,0.0795,transit,Not Specified,407.3,0.75,4842,[42],407.3,0.639,0.128,0.75,4842,52.1344,"(-0.00354, 5.905]"
K2-163b,0.639,0.22,6.67,0.06509,transit,Not Specified,684,0.826,4937,[42],684,0.639,0.22,0.826,4937,150.48,"(-0.00354, 5.905]"
K2-164b,0.639,0.29,17.36,0.1387,transit,Not Specified,1238,1.181,5791,[42],1238,0.639,0.29,1.181,5791,359.02,"(-0.00354, 5.905]"
K2-165b,0.639,0.1137,2.35,0.03262,transit,Not Specified,440.6,0.835,5185,[42],440.6,0.639,0.1137,0.835,5185,50.09622,"(-0.00354, 5.905]"
K2-165c,0.639,0.1386,4.38,0.04935,transit,Not Specified,440.6,0.835,5185,[42],440.6,0.639,0.1386,0.835,5185,61.06716,"(-0.00354, 5.905]"
K2-165d,0.639,0.236,14.1,0.1076,transit,Not Specified,440.6,0.835,5185,[42],440.6,0.639,0.236,0.835,5185,103.9816,"(-0.00354, 5.905]"
K2-166b,0.639,0.195,8.53,0.08583,transit,Not Specified,1577,1.16,5960,[42],1577,0.639,0.195,1.16,5960,307.515,"(-0.00354, 5.905]"
K2-167b,0.639,0.252,9.98,0.0912,transit,Not Specified,264.5,1.02,5908,[42],264.5,0.639,0.252,1.02,5908,66.654,"(-0.00354, 5.905]"
K2-168b,0.639,0.191,15.85,0.1195,transit,Not Specified,801,0.907,5554,[42],801,0.639,0.191,0.907,5554,152.991,"(-0.00354, 5.905]"
K2-169b,0.639,0.1136,6.38,0.06764,transit,Not Specified,774,0.986,5548,[42],774,0.639,0.1136,0.986,5548,87.9264,"(-0.00354, 5.905]"
K2-170b,0.639,0.127,7.58,0.07457,transit,Not Specified,1296,0.964,5748,[42],1296,0.639,0.127,0.964,5748,164.592,"(-0.00354, 5.905]"
K2-170c,0.639,0.161,12.4,0.1036,transit,Not Specified,1296,0.964,5748,[42],1296,0.639,0.161,0.964,5748,208.656,"(-0.00354, 5.905]"
K2-171b,0.639,0.24,5.63,0.0596,transit,Not Specified,2010,0.892,5250,[42],2010,0.639,0.24,0.892,5250,482.4,"(-0.00354, 5.905]"
K2-172b,0.639,0.1486,14.32,0.1128,transit,Not Specified,820.3,0.934,5569,[42],820.3,0.639,0.1486,0.934,5569,121.89658,"(-0.00354, 5.905]"
K2-172c,0.639,0.286,29.63,0.1832,transit,Not Specified,820.3,0.934,5569,[42],820.3,0.639,0.286,0.934,5569,234.6058,"(-0.00354, 5.905]"
K2-173b,0.639,0.1435,5.87,0.06105,transit,Not Specified,750.6,0.881,5580,[42],750.6,0.639,0.1435,0.881,5580,107.7111,"(-0.00354, 5.905]"
K2-174b,0.639,0.2223,19.56,0.1242,transit,Not Specified,326.9,0.668,4500,[42],326.9,0.639,0.2223,0.668,4500,72.66987,"(-0.00354, 5.905]"
K2-175b,0.639,0.182,9.53,0.0906,transit,Not Specified,812.2,1.095,5909,[42],812.2,0.639,0.182,1.095,5909,147.8204,"(-0.00354, 5.905]"
K2-176b,0.639,0.133,5.33,0.05846,transit,Not Specified,812,0.939,5428,[42],812,0.639,0.133,0.939,5428,107.996,"(-0.00354, 5.905]"
K2-177b,0.639,0.189,14.16,0.1221,transit,Not Specified,1628,1.211,6063,[42],1628,0.639,0.189,1.211,6063,307.692,"(-0.00354, 5.905]"
K2-178b,0.639,0.317,8.75,0.08171,transit,Not Specified,704.7,0.951,5525,[42],704.7,0.639,0.317,0.951,5525,223.3899,"(-0.00354, 5.905]"
K2-179b,0.639,0.224,5.17,0.05488,transit,Not Specified,625.7,0.824,5015,[42],625.7,0.639,0.224,0.824,5015,140.1568,"(-0.00354, 5.905]"
K2-180b,0.639,0.215,8.87,0.0755,transit,Not Specified,668.9,0.73,5263,[42],668.9,0.639,0.215,0.73,5263,143.8135,"(-0.00354, 5.905]"
K2-181b,0.639,0.241,6.89,0.07191,transit,Not Specified,1189,1.044,5609,[42],1189,0.639,0.241,1.044,5609,286.549,"(-0.00354, 5.905]"
K2-182b,0.063,0.2469,4.74,0.05223,transit,Not Specified,507.2,0.847,5159,[42][24] Confirmed in 2021.[45],507.2,0.063,0.2469,0.847,5159,125.22768,"(-0.00354, 5.905]"
K2-183b,0.639,0.098,0.47,0.011586,transit,Not Specified,1083,0.942,5482,[42][43],1083,0.639,0.098,0.942,5482,106.134,"(-0.00354, 5.905]"
K2-183c,0.639,0.224,10.79,0.09371,transit,Not Specified,1083,0.942,5482,[42][24][43],1083,0.639,0.224,0.942,5482,242.592,"(-0.00354, 5.905]"
K2-183d,0.639,0.227,22.63,0.1535,transit,Not Specified,1083,0.942,5482,[42][24][43],1083,0.639,0.227,0.942,5482,245.841,"(-0.00354, 5.905]"
K2-184b,0.639,0.1372,16.99,0.121,transit,Not Specified,247.1,0.819,5252,[42][24],247.1,0.639,0.1372,0.819,5252,33.90212,"(-0.00354, 5.905]"
K2-185b,0.639,0.117,10.62,0.09378,transit,Not Specified,882,0.976,5722,[42],882,0.639,0.117,0.976,5722,103.194,"(-0.00354, 5.905]"
K2-186b,0.639,0.283,41.47,0.2359,transit,Not Specified,1089,1.019,5784,[42],1089,0.639,0.283,1.019,5784,308.187,"(-0.00354, 5.905]"
K2-187c,0.639,0.152,2.87,0.0391,transit,Not Specified,1089,0.967,5477,[42][24],1089,0.639,0.152,0.967,5477,165.528,"(-0.00354, 5.905]"
K2-187d,0.639,0.287,7.15,0.07182,transit,Not Specified,1089,0.967,5477,[42][24],1089,0.639,0.287,0.967,5477,312.543,"(-0.00354, 5.905]"
K2-187e,0.639,0.201,13.61,0.11031,transit,Not Specified,1089,0.967,5477,[42][24],1089,0.639,0.201,0.967,5477,218.889,"(-0.00354, 5.905]"
K2-188b,0.639,0.112,1.74,0.02932,transit,Not Specified,1476,1.107,5982,[42][24],1476,0.639,0.112,1.107,5982,165.312,"(-0.00354, 5.905]"
K2-188c,0.639,0.234,7.81,0.07967,transit,Not Specified,1476,1.107,5982,[42][24],1476,0.639,0.234,1.107,5982,345.384,"(-0.00354, 5.905]"
K2-189b,0.639,0.1349,5.18,0.05711,transit,Not Specified,795.2,0.928,5503,[42][24],795.2,0.639,0.1349,0.928,5503,107.27248,"(-0.00354, 5.905]"
K2-189c,0.639,0.222,6.68,0.06769,transit,Not Specified,795.2,0.928,5503,[42][24],795.2,0.639,0.222,0.928,5503,176.5344,"(-0.00354, 5.905]"
K2-190b,0.639,0.121,10.1,0.0884,transit,Not Specified,526.5,0.905,5631,[42],526.5,0.639,0.121,0.905,5631,63.7065,"(-0.00354, 5.905]"
K2-190c,0.639,0.0975,21.57,0.1467,transit,Not Specified,526.5,0.905,5631,[42],526.5,0.639,0.0975,0.905,5631,51.33375,"(-0.00354, 5.905]"
K2-191b,0.639,0.213,2.86,0.03807,transit,Not Specified,944.5,0.901,5176,[42],944.5,0.639,0.213,0.901,5176,201.1785,"(-0.00354, 5.905]"
K2-192b,0.639,0.1405,4.16,0.0484,transit,Not Specified,727.9,0.873,5252,[42][24],727.9,0.639,0.1405,0.873,5252,102.26995,"(-0.00354, 5.905]"
K2-193b,0.639,0.358,14.79,0.1177,transit,Not Specified,1360,0.994,5623,[42] Low fidelity[24],1360,0.639,0.358,0.994,5623,486.88,"(-0.00354, 5.905]"
K2-194b,0.639,0.325,39.72,0.2359,transit,Not Specified,2090,1.11,5979,[42],2090,0.639,0.325,1.11,5979,679.25,"(-0.00354, 5.905]"
K2-195b,0.639,0.262,15.85,0.122,transit,Not Specified,1037,0.963,5712,[42][24],1037,0.639,0.262,0.963,5712,271.694,"(-0.00354, 5.905]"
K2-195c,0.639,0.23,28.48,0.1803,transit,Not Specified,1037,0.963,5712,[42],1037,0.639,0.23,0.963,5712,238.51,"(-0.00354, 5.905]"
K2-196b,0.639,0.321,48.32,0.273,transit,Not Specified,1938,1.162,6045,[42],1938,0.639,0.321,1.162,6045,622.098,"(-0.00354, 5.905]"
K2-197b,0.639,0.223,8.36,0.07992,transit,Not Specified,813.4,0.975,5675,[42] Low fidelity[24],813.4,0.639,0.223,0.975,5675,181.3882,"(-0.00354, 5.905]"
K2-198b,0.639,0.367,17.04,0.1221,transit,Not Specified,361.7,0.836,5262,[42],361.7,0.639,0.367,0.836,5262,132.7439,"(-0.00354, 5.905]"
K2-199b,0.022,0.1679,3.23,0.03804,transit,Not Specified,351.8,0.706,4681,[42][24][45],351.8,0.022,0.1679,0.706,4681,59.06722,"(-0.00354, 5.905]"
K2-199c,0.039,0.253,7.37,0.06601,transit,Not Specified,351.8,0.706,4681,[42][24][45],351.8,0.039,0.253,0.706,4681,89.0054,"(-0.00354, 5.905]"
K2-200b,0.639,0.1217,2.85,0.03741,transit,Not Specified,603.7,0.86,5233,[42],603.7,0.639,0.1217,0.86,5233,73.47029,"(-0.00354, 5.905]"
K2-201b,0.639,0.1249,1.06,0.02004,transit,Not Specified,649.2,0.956,5507,[42],649.2,0.639,0.1249,0.956,5507,81.08508,"(-0.00354, 5.905]"
K2-201c,0.639,0.293,22.78,0.1549,transit,Not Specified,649.2,0.956,5507,[42],649.2,0.639,0.293,0.956,5507,190.2156,"(-0.00354, 5.905]"
K2-202b,0.639,0.205,3.41,0.04387,transit,Not Specified,988.2,0.971,5491,[42],988.2,0.639,0.205,0.971,5491,202.581,"(-0.00354, 5.905]"
K2-203b,0.639,0.122,9.7,0.08238,transit,Not Specified,544.5,0.794,5000,[42],544.5,0.639,0.122,0.794,5000,66.429,"(-0.00354, 5.905]"
K2-204b,0.639,0.272,7.06,0.07222,transit,Not Specified,1914,1.009,5755,[42],1914,0.639,0.272,1.009,5755,520.608,"(-0.00354, 5.905]"
K2-205b,0.639,0.178,26.67,0.1718,transit,Not Specified,1337,0.951,5890,[42],1337,0.639,0.178,0.951,5890,237.986,"(-0.00354, 5.905]"
K2-206b,0.639,0.249,18.29,0.1256,transit,Not Specified,803,0.789,5043,[42],803,0.639,0.249,0.789,5043,199.947,"(-0.00354, 5.905]"
K2-207b,0.639,0.232,12.49,0.1033,transit,Not Specified,1196,0.942,5522,[42],1196,0.639,0.232,0.942,5522,277.472,"(-0.00354, 5.905]"
K2-208b,0.639,0.15,4.19,0.04957,transit,Not Specified,844,0.925,5582,[42],844,0.639,0.15,0.925,5582,126.6,"(-0.00354, 5.905]"
K2-209b,0.639,0.0775,2.08,0.02891,transit,Not Specified,250,0.745,4720,[42],250,0.639,0.0775,0.745,4720,19.375,"(-0.00354, 5.905]"
K2-210b,0.639,0.073,0.57,0.01305,transit,Not Specified,578.6,0.912,5396,[42],578.6,0.639,0.073,0.912,5396,42.2378,"(-0.00354, 5.905]"
K2-211b,0.639,0.1226,0.67,0.01436,transit,Not Specified,895,0.882,5221,[42] Another planet discovered in 2020[43],895,0.639,0.1226,0.882,5221,109.727,"(-0.00354, 5.905]"
K2-212b,0.639,0.2135,9.8,0.07648,transit,Not Specified,357.3,0.622,4349,[42][24],357.3,0.639,0.2135,0.622,4349,76.28355,"(-0.00354, 5.905]"
K2-213b,0.639,0.135,8.13,0.08093,transit,Not Specified,1285,1.07,5794,[42],1285,0.639,0.135,1.07,5794,173.475,"(-0.00354, 5.905]"
K2-214b,0.639,0.198,8.6,0.08273,transit,Not Specified,989,1.022,5768,[42][24],989,0.639,0.198,1.022,5768,195.822,"(-0.00354, 5.905]"
K2-215b,0.639,0.189,8.27,0.08003,transit,Not Specified,1333,1,5704,[42],1333,0.639,0.189,1,5704,251.937,"(-0.00354, 5.905]"
K2-216b,0.639,0.1497,2.17,0.02916,transit,Not Specified,377.8,0.699,4591,[42][24],377.8,0.639,0.1497,0.699,4591,56.55666,"(-0.00354, 5.905]"
K2-217b,0.639,0.319,14.07,0.1179,transit,Not Specified,1259,1.103,5967,[42],1259,0.639,0.319,1.103,5967,401.621,"(-0.00354, 5.905]"
K2-218b,0.639,0.229,8.68,0.08395,transit,Not Specified,1299,1.048,5757,[42],1299,0.639,0.229,1.048,5757,297.471,"(-0.00354, 5.905]"
K2-219c,0.639,0.128,6.67,0.06982,transit,Not Specified,1071,1.022,5753,[42],1071,0.639,0.128,1.022,5753,137.088,"(-0.00354, 5.905]"
K2-219d,0.639,0.23,11.14,0.0983,transit,Not Specified,1071,1.022,5753,[42],1071,0.639,0.23,1.022,5753,246.33,"(-0.00354, 5.905]"
K2-220b,0.639,0.198,13.68,0.11043,transit,Not Specified,766.7,0.96,5599,[42],766.7,0.639,0.198,0.96,5599,151.8066,"(-0.00354, 5.905]"
K2-221b,0.639,0.1498,2.4,0.0352,transit,Not Specified,1049,1.011,5716,[42],1049,0.639,0.1498,1.011,5716,157.1402,"(-0.00354, 5.905]"
K2-222b,0.0252,0.21,15.39,0.119,transit,Not Specified,331.4,0.95,5934,[42][24][46],331.4,0.0252,0.21,0.95,5934,69.594,"(-0.00354, 5.905]"
K2-223b,0.639,0.0812,0.51,0.012664,transit,Not Specified,651.3,1.06,5835,[42],651.3,0.639,0.0812,1.06,5835,52.88556,"(-0.00354, 5.905]"
K2-223c,0.639,0.144,4.56,0.05491,transit,Not Specified,651.3,1.06,5835,[42],651.3,0.639,0.144,1.06,5835,93.7872,"(-0.00354, 5.905]"
K2-224b,0.639,0.139,4.48,0.05422,transit,Not Specified,904.8,0.91,5620,[42],904.8,0.639,0.139,0.91,5620,125.7672,"(-0.00354, 5.905]"
K2-224c,0.639,0.215,10.09,0.08858,transit,Not Specified,904.8,0.91,5620,[44],904.8,0.639,0.215,0.91,5620,194.532,"(-0.00354, 5.905]"
K2-225b,0.639,0.311,15.87,0.13385,transit,Not Specified,1179,1.27,5742,[42],1179,0.639,0.311,1.27,5742,366.669,"(-0.00354, 5.905]"
K2-226b,0.639,0.137,3.27,0.04133,transit,Not Specified,693,0.88,5424,[42],693,0.639,0.137,0.88,5424,94.941,"(-0.00354, 5.905]"
K2-227b,0.639,0.149,13.62,0.1098,transit,Not Specified,613.9,0.951,5673,[42],613.9,0.639,0.149,0.951,5673,91.4711,"(-0.00354, 5.905]"
K2-228b,0.639,0.108,2.7,0.0338,transit,Not Specified,423,0.71,4715,[42],423,0.639,0.108,0.71,4715,45.684,"(-0.00354, 5.905]"
K2-229b,0.0082,0.102,0.58,0.012888,transit,Not Specified,335.5,0.87,5315,[42],335.5,0.0082,0.102,0.87,5315,34.221,"(-0.00354, 5.905]"
K2-229c,0.067,0.181,8.33,0.0769,transit,Not Specified,335.5,0.87,5315,[42][44],335.5,0.067,0.181,0.87,5315,60.7255,"(-0.00354, 5.905]"
K2-230b,0.639,0.175,2.86,0.0409,transit,Not Specified,1791,1.11,5945,[42],1791,0.639,0.175,1.11,5945,313.425,"(-0.00354, 5.905]"
K2-231b,0.639,0.22,13.84,0.1132,transit,Not Specified,1057,1.01,5695,[47],1057,0.639,0.22,1.01,5695,232.54,"(-0.00354, 5.905]"
K2-232b,0.398,1,11.17,0.10356,transit,Not Specified,427.9,1.188,6154,[48][49],427.9,0.398,1,1.188,6154,427.9,"(-0.00354, 5.905]"
K2-233b,0.639,0.1247,2.47,0.03317,transit,Not Specified,220.6,0.8,4950,[50],220.6,0.639,0.1247,0.8,4950,27.50882,"(-0.00354, 5.905]"
K2-233c,0.639,0.1191,7.06,0.06687,transit,Not Specified,220.6,0.8,4950,[50],220.6,0.639,0.1191,0.8,4950,26.27346,"(-0.00354, 5.905]"
K2-233d,0.639,0.236,24.37,0.1527,transit,Not Specified,220.6,0.8,4950,[50],220.6,0.639,0.236,0.8,4950,52.0616,"(-0.00354, 5.905]"
K2-236b,0.085,0.546,19.49,0.148,transit,Not Specified,595.7,1.18,6025,[51] First exoplanet discovered by scientists based in India.,595.7,0.085,0.546,1.18,6025,325.2522,"(-0.00354, 5.905]"
K2-237b,1.6,1.65,2.18,0.037,transit,Not Specified,1036,1.28,6257,[52][53] Also called EPIC 229426032 b,1036,1.6,1.65,1.28,6257,1709.4,"(-0.00354, 5.905]"
K2-238b,0.86,1.3,3.2,0.046,transit,Not Specified,22000,1.19,5630,[52] Also called EPIC 246067459 b,22000,0.86,1.3,1.19,5630,28600,"(-0.00354, 5.905]"
K2-239b,0.0044,0.098,5.24,0.0441,transit,Not Specified,101.5,0.4,3420,[54],101.5,0.0044,0.098,0.4,3420,9.947,"(-0.00354, 5.905]"
K2-239c,0.0028,0.089,7.78,0.0576,transit,Not Specified,101.5,0.4,3420,[54],101.5,0.0028,0.089,0.4,3420,9.0335,"(-0.00354, 5.905]"
K2-239d,0.0041,0.098,10.12,0.0685,transit,Not Specified,101.5,0.4,3420,[54],101.5,0.0041,0.098,0.4,3420,9.947,"(-0.00354, 5.905]"
K2-240b,0.016,0.18,6.03,0.0513,transit,Not Specified,238.3,0.58,3810,[54],238.3,0.016,0.18,0.58,3810,42.894,"(-0.00354, 5.905]"
K2-240c,0.014,0.16,20.52,0.1159,transit,Not Specified,238.3,0.58,3810,[54],238.3,0.014,0.16,0.58,3810,38.128,"(-0.00354, 5.905]"
K2-241b,0.639,0.227,26.82,0.1567,transit,Not Specified,489.6,0.71,5262,[44],489.6,0.639,0.227,0.71,5262,111.1392,"(-0.00354, 5.905]"
K2-242b,0.639,0.227,6.51,0.0494,transit,Not Specified,357.4,0.38,3459,[44],357.4,0.639,0.227,0.38,3459,81.1298,"(-0.00354, 5.905]"
K2-243b,0.639,0.194,11.54,0.1087,transit,Not Specified,877,1.29,6570,[44],877,0.639,0.194,1.29,6570,170.138,"(-0.00354, 5.905]"
K2-243c,0.639,0.179,24.95,0.1817,transit,Not Specified,877,1.29,6570,[44],877,0.639,0.179,1.29,6570,156.983,"(-0.00354, 5.905]"
K2-244b,0.639,0.156,21.07,0.1418,transit,Not Specified,698.6,0.86,5677,[44],698.6,0.639,0.156,0.86,5677,108.9816,"(-0.00354, 5.905]"
K2-245b,0.639,0.387,11.89,0.0959,transit,Not Specified,1507,0.83,5793,[44],1507,0.639,0.387,0.83,5793,583.209,"(-0.00354, 5.905]"
K2-246b,0.639,0.311,5.77,0.0602,transit,Not Specified,2341,0.87,5610,[44],2341,0.639,0.311,0.87,5610,728.051,"(-0.00354, 5.905]"
K2-247b,0.639,0.189,2.25,0.0304,transit,Not Specified,848.1,0.74,4667,[44],848.1,0.639,0.189,0.74,4667,160.2909,"(-0.00354, 5.905]"
K2-247c,0.639,0.195,6.49,0.0615,transit,Not Specified,848.1,0.74,4667,[44],848.1,0.639,0.195,0.74,4667,165.3795,"(-0.00354, 5.905]"
K2-248b,0.639,0.229,7.17,0.0699,transit,Not Specified,1341,0.88,5528,[44],1341,0.639,0.229,0.88,5528,307.089,"(-0.00354, 5.905]"
K2-249b,0.639,0.249,12.41,0.1151,transit,Not Specified,1726,1.32,6504,[44],1726,0.639,0.249,1.32,6504,429.774,"(-0.00354, 5.905]"
K2-250b,0.639,0.218,4.01,0.0459,transit,Not Specified,1369,0.8,5172,[44],1369,0.639,0.218,0.8,5172,298.442,"(-0.00354, 5.905]"
K2-251b,0.639,0.21,9.3,0.0694,transit,Not Specified,481.6,0.52,3717,[44],481.6,0.639,0.21,0.52,3717,101.136,"(-0.00354, 5.905]"
K2-252b,0.639,0.155,13.82,0.1041,transit,Not Specified,751.3,0.79,5152,[44],751.3,0.639,0.155,0.79,5152,116.4515,"(-0.00354, 5.905]"
K2-253b,0.639,1.13,4,0.0506,transit,Not Specified,2933,1.08,6027,[44],2933,0.639,1.13,1.08,6027,3314.29,"(-0.00354, 5.905]"
K2-254b,0.639,0.145,4.1,0.0448,transit,Not Specified,747.8,0.71,4629,[44],747.8,0.639,0.145,0.71,4629,108.431,"(-0.00354, 5.905]"
K2-254c,0.639,0.195,12.12,0.0923,transit,Not Specified,747.8,0.71,4629,[44],747.8,0.639,0.195,0.71,4629,145.821,"(-0.00354, 5.905]"
K2-255b,0.639,0.259,1.96,0.0274,transit,Not Specified,628.4,0.71,4676,[44],628.4,0.639,0.259,0.71,4676,162.7556,"(-0.00354, 5.905]"
K2-256b,0.639,0.235,5.52,0.0578,transit,Not Specified,1871,0.84,5219,[44],1871,0.639,0.235,0.84,5219,439.685,"(-0.00354, 5.905]"
K2-257b,0.639,0.074,1.61,0.0216,transit,Not Specified,209.1,0.52,3725,[44],209.1,0.639,0.074,0.52,3725,15.4734,"(-0.00354, 5.905]"
K2-258b,0.639,0.268,19.09,0.149,transit,Not Specified,2201,1.21,6351,[44],2201,0.639,0.268,1.21,6351,589.868,"(-0.00354, 5.905]"
K2-259b,0.639,0.207,15.48,0.1271,transit,Not Specified,1374,1.14,6059,[44],1374,0.639,0.207,1.14,6059,284.418,"(-0.00354, 5.905]"
K2-260b,1.42,1.552,2.63,0.0404,transit,Not Specified,2206,1.39,6367,[55],2206,1.42,1.552,1.39,6367,3423.712,"(-0.00354, 5.905]"
K2-261b,0.223,0.85,11.63,0.102,transit,Not Specified,699.9,1.1,5537,[55],699.9,0.223,0.85,1.1,5537,594.915,"(-0.00354, 5.905]"
K2-263b,0.0466,0.215,50.82,0.2573,transit,Not Specified,532,0.88,5368,[56],532,0.0466,0.215,0.88,5368,114.38,"(-0.00354, 5.905]"
K2-264b,0.639,0.203,5.84,0.098,transit,Not Specified,609,0.47,3580,[57][58],609,0.639,0.203,0.47,3580,123.627,"(-0.00354, 5.905]"
